timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-24T11:17:18,codecarbon,cae6827f-9f37-4713-a046-85a52e6e7cc9,0.0327503681182861,3.566791795279261e-06,0.0001089084489797,42.5,1973.4418094430025,11.879536628723145,3.866362902853224e-07,1.3271121728053448e-05,0.0,1.365775801833877e-05,United Kingdom,GBR,england,,,Windows-10-10.0.22631-SP0,3.10.15,2.4.2,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,-0.1196,51.5074,31.67876434326172,machine,N,1.0
2024-11-24T11:17:28,codecarbon,d69694b2-a752-4428-8218-4843c6aac3b9,0.020593881607055664,4.208454817703528e-06,0.00020435461842519627,42.5,3679.328685289127,11.879536628723145,2.2393183575736155e-07,1.5890846045973905e-05,0.0,1.6114777881731266e-05,United Kingdom,GBR,england,,,Windows-10-10.0.22631-SP0,3.10.15,2.4.2,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,-0.1196,51.5074,31.67876434326172,machine,N,1.0
